Hundename,Score,URL,EpiProgeny
"GB Ch Kupros Master Mariner",3.75,"url","Aaron from Elderberry Grove, Armani Damon vom Asbrookdamm, As Game As Ermara, Cassiopeia vom Hof F?rst, Charway Rainstorm, Clausi von der Aacher Haag, Daisy vom Bosselbacherhof, Dolly vom Bosselbacherhof, Donna of Anny's Labs, Dumbledore of Anny's Labs, DE (VDH)CH Elsa von der Aacher Haag, Enno von der Aacher Haag, Faithful Bright Eyes Autumn Love, Fiin Hemuli, Gent Fynn from the Old Mansion House, Gismo vom G?nsried, Grages Annalouisa, Gwendy's Gandalf, Hanno vom Fallenbergs-Hof, Hedda vom Fallenbergs-Hof, Higgins vom Fallenbergs-Hof, Hof Sommerberg Carlos, Holli von Gugi's Kate, Illko Wind in the Willows, Jumping Jack's Flash Absolute Power, Kebrekato Famehunter, Kebrekato Fiddle Dee, KhylarCreek Entering Mach II, King von der Bleiburg, Kleo vom Fallenbergs-Hof, Lauterrinn's Dale Sir Falk Freddy, Lauterrinn's Dale Sir Wesley, Ludanies Be Brave, Mira von Gugi's Kate, Nothing Matters vom Auerswalder Teich, Olina von der Hollen-Hardt, Omenalaakson Charles For My Love, Pictorial Betty, Rosanan White Gold, Shadowvale's Tough Lady Hope, Ulanda aus dem Burghaus"
"FTCh  Haretor Mark of Drakeshead",3.75,"url","Batmoors' Apollo Lurgan, Caper Cailie's Ohio, Carson vom Stecknitztal, Charway Rainstorm, Chilihunters Game Glen, Chilihunters Pro Hazy, Deep Impact As Nike, Dimh�jdens Jack Af Barney, Floyd vom Hirschth�rl, Flynn vom Hirschth�rl, G�salyckans Gary Cooper, G�salyckans Handsome Boy, Hardrocks Blue Danube, SE J(J)CH Hillus Drake, Hypnos Spectre, Limmerhultarna's Solstorm, Lochmuir Casey, Mandylike's Porsche, Mandylike's Twinkle, Merjatuulian Wekkuli, Muistokas Rollo, Namusillan Tammikehr��j�, Never change Gasper, Niinivuoren Aamu-Uninen, NIINIVUOREN MEREN-SALAISUUS, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO, Perdix Gundogs Englishman in New York, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Raven vom Tor zur Egge, Reedsweeper's Desna, Searover Cosys Karo, Searover Day Mackay, Searover Easy Sjakk, Searover Ruffling Thea, Streamlight's Grappas Dexter, Streamlight's Pearl Sandy, Waterfowler Ace, Wijmas Lilla My, Wijmas Mymlan, Willowyck Unite, Zetastar Zesty Boy"
"FTCh Tasco Dancing Brave of Willowyck",3.75,"url","Batmoors' Apollo Lurgan, Cliff vom Zwillbrocker Venn, Dual's Hope Nicam, Eagle Owl's Osiris, Hillraisins Black Bertha, Huntrets Gott Mos, Huntrets Scilla, IVANTHES FIRST PLOPP, King von der Bleiburg, Labstratego Yellow River, Limmerhultarna's Solstorm, Lintukarin Armastaipale, LINTUKARIN LASSEVIREN, Mandylike's Twinkle, Meadowlark Black Kite, NIINIVUOREN MEREN-SALAISUUS, Searover Ruffling Thea, Splash of Water's Capercaillie, Splash of Water's Grouse, SE LCH Streamlight's Ace Leon, Streamlight's Pearl Sandy, Sven (SE21895/2015), Viltv�rdarns Unika Enya, Wijmas Lilla My, Wijmas Mymlan, Willowyck Unite, Zetastar Zesty Boy"
"J Ch Cliff Hanger of Zampano",3.75,"url","Donna of Anny's Labs, Dumbledore of Anny's Labs, Ludanies Be Brave, Olina von der Hollen-Hardt, Pictorial Betty"
"Ravone Yellow Rosie at Rocheby",3.75,"url","Donna of Anny's Labs, Dumbledore of Anny's Labs, Ludanies Be Brave, Olina von der Hollen-Hardt, Pictorial Betty"
"FTCh Kenue Cedar",3.625,"url","Batmoors' Apollo Lurgan, Brufinn Keep Retrieving Doc, Cosmic Cover's Mill's Jaywalker, Dimh�jdens Jack Af Barney, Frankie's Rolle, Hh's On Duty Cronos, SE J(J)CH Hillus Drake, Huntrets Gott Mos, Huntrets Scilla, Meadowlark Black Kite, Meadowlark Marigold, Meadowlark Mr Badger, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Searover Easy Sjakk, Streamlight's Grappas Dexter, Streamlight's Pearl Sandy, Thorsvi Rock Creek, Wijmas Lilla My, Wijmas Mymlan"
"LPII LPIII LPELIT SE LCH SE JCH SE BCH Searover Cosy",3.625,"url","Huntrets Gott Mos, Huntrets Scilla, IVANTHES FIRST PLOPP, Searover Cosys Karo, Searover Kellys Guns N'roses, Searover Sweet Flip Flop, SE LCH Streamlight's Ace Leon"
"Rambo of Downfarm Ft.W.",3.5625,"url","Bj�ragardens Timmy-Willie, Clinton vom Hembeck, Hunting High And Low B'mali, Mandylike's Porsche, Mandylike's Twinkle, Muistokas Rollo, NIINIVUOREN MEREN-SALAISUUS, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO, Sea-Croft Nimble"
"SE JCH Moorman's Gentiana",3.5,"url","COSMIC COVER'S WIN CALL TO FIND OUT, Frankie's Rolle, Hillraisins Black Bertha, Huntrets Gott Mos, Huntrets Scilla, Limmerhultarna's Solstorm, Moorman's Lennie Mirak, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Reedsweeper's Desna, Sea-Croft Kay's Iowa, Splash of Water's Capercaillie, Splash of Water's Grouse, S?KH I VATTUMANNEN HUMLE, Willowridge Five Star, Winning Line's License to Kill"
"SJ(J)Ch Viltv�rdarns Carat",3.5,"url","Splash of Water's Capercaillie, Splash of Water's Grouse, Viltv�rdarns Unika Enya"
"FTCh Lafayette Tolley",3.4375,"url","Cliff vom Zwillbrocker Venn, Cosmic Cover's Mill's Jaywalker, Eagle Owl's Osiris, Felice vom Lipperoder Bruch, Gr�fin von Westerholts Kastalia, Hh's On Duty Cronos, Hypnos Spectre, Kingsdale Meadow Dark, Kosta Kl�vers Bran, Labstratego Yellow River, Mandylike's Twinkle, Muschelsucher Clooney, Nanni-Nadalina von der Bleiburg, Never change Gasper, NIINIVUOREN MEREN-SALAISUUS, Pibiz Game Keeper, Raven vom Tor zur Egge, Ravenfly Arielle, Sea-Croft Kay's Iowa, Searover Day Mackay, Sven (SE21895/2015), Tealshead Bracken, Thorsvi Rock Creek"
"Gb CH Charway Ballywill Will",3.375,"url","Aaron from Elderberry Grove, Alerich of Trickster Hero, Alflasker Barni, As Game As Ermara, Blacky vom Alst�tter-Moor, Bundy vom Hof Ibn Safinaz, Cassiopeia vom Hof F?rst, Charway Rainstorm, DE (VDH)CH Elsa von der Aacher Haag, Enno von der Aacher Haag, Fulmarus Dumpy Boy, Gent Fynn from the Old Mansion House, Gismo vom G?nsried, Gulliver of Woodpecker's Lane, Gwendy's Gandalf, Hanno vom Fallenbergs-Hof, Hedda vom Fallenbergs-Hof, Higgins vom Fallenbergs-Hof, Illko Wind in the Willows, Lauterrinn's Dale Sir Falk Freddy, Lauterrinn's Dale Sir Wesley, Oliver von Obderhalden, Rosanan White Gold, Shadowvale's Tough Lady Hope, Vigo von der Pfalz, Zlotha-Baba von der Pfalz"
"Am CH Dickendall Arnold",3.375,"url","Aaron from Elderberry Grove, Ambra vom freien Blick, Angel of Hope Arik, Aprilmist Feat Wandoris, APRILMIST FLATLINER, Armani Damon vom Asbrookdamm, As Game As Ermara, Aslan vom freien Blick, Cannonpowder Penelope, Clausi von der Aacher Haag, Crooked Field Action, Doro�s Bennet Fellow for Life, DE (VDH)CH Elsa von der Aacher Haag, Enno von der Aacher Haag, Eternal Friend's Bright Eyes, Faithful Bright Eyes Autumn Love, Fulmarus Dumpy Boy, Hardscrabble Augusta, Judges Choice Cross my Heart, Jumping Jack's Flash Absolute Power, Junker vom H�lser Bruch, Jytte Jenna vom H�lser Bruch, KhylarCreek Entering Mach II, Kleo vom Fallenbergs-Hof, Laboriginals Oi Va Voi, Meta vom Barkendiek, Nothing Matters vom Auerswalder Teich, Saskian Xino"
"DKBRCH DKJCH Dyra's Trip",3.375,"url","Carson vom Stecknitztal, Chilihunters Over Bridge, Chilihunters Over Trouble, Clinton vom Hembeck, Dimh�jdens Jack Af Barney, G�salyckans Gary Cooper, G�salyckans Handsome Boy, Hardrocks Blue Danube, Labstratego Yellow River, Lintukarin Armastaipale, LINTUKARIN LASSEVIREN, Mandylike's Porsche, Mandylike's Twinkle, NIINIVUOREN KULTA-KUTRI, NIINIVUOREN MEREN-SALAISUUS, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO, Snowy Roxy vom Windbrunnen, Zetastar Zesty Boy"
"Irl FTCh Ballyellery Adder",3.375,"url","Carson vom Stecknitztal, Chilihunters Game Glen, Chilihunters Over Bridge, Chilihunters Over Trouble, Chilihunters Pro Hazy, Deep Impact As Nike, Flying Flap Ears Ice Age, Hardrocks Blue Danube, Hillraisins Black Bertha, SE J(J)CH Hillus Drake, Hypnos Spectre, Lochmuir Casey, Mandylike's Porsche, Moorman's Lennie Mirak, Muschelsucher Clooney, Namusillan Tammikehr��j�, Never change Gasper, NIINIVUOREN KULTA-KUTRI, NIINIVUOREN MEREN-SALAISUUS, Polarfischer Greg, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Quickrunners Alan, Quickrunners August, Reedsweeper's Desna, Saku (FIN46719/07), Searover Cosys Karo, Searover Day Mackay, Searover Easy Sjakk, Searover Kellys Guns N'roses, Snowy Roxy vom Windbrunnen, SE LCH Streamlight's Ace Leon, Streamlight's Pearl Sandy, S?KH I VATTUMANNEN HUMLE, Vauhti-Noudon Vauhtineito, Waterfowler Ace"
"SE J(J)CH Streamlight's Tony Baretta",3.375,"url","Moorman's Lennie Mirak, Vauhti-Noudon Vauhtineito, Viltv�rdarns Galax, Viltv�rdarns Unika Enya, Willowridge Five Star"
"Sesam aus L�hlsbusch",3.25,"url","Ambra vom freien Blick, Aslan vom freien Blick, Doro�s Bennet Fellow for Life, Iljoscha von der Perle der S�dpfalz, Junker vom H�lser Bruch, Jytte Jenna vom H�lser Bruch, Kleo vom Fallenbergs-Hof"
"FTCh Willowyck Henman",3.25,"url","Anthony Kenneth from Grannies Garden, Batmoors' Apollo Lurgan, Cliff vom Zwillbrocker Venn, Cosmic Cover's Mill's Jaywalker, COSMIC COVER'S WIN CALL TO FIND OUT, Deep Impact As Nike, Dual's Hope Nicam, Gr�fin von Westerholts Kastalia, Kingsdale Meadow Dark, Kosta Kl�vers Bran, Meadowlark Marigold, Meadowlark Mr Badger, NIINIVUOREN MEREN-SALAISUUS, Sea-Croft Kay's Iowa, Searover Ruffling Thea, Splash of Water's Capercaillie, Splash of Water's Grouse, Sven (SE21895/2015), Thorsvi Harris, Thorsvi Rock Creek, Willowyck Unite, Winning Line's License to Kill"
"FTW Gillmhor Arrow of Pocklea",3.25,"url","Brufinn Keep Retrieving Doc, Dimh�jdens Jack Af Barney, Floyd vom Hirschth�rl, Flynn vom Hirschth�rl, Frankie's Rolle, SE J(J)CH Hillus Drake, Huntrets Gott Mos, Huntrets Scilla, Labstratego Yellow River, Meadowlark Black Kite, Meadowlark Marigold, Meadowlark Mr Badger, Muschelsucher Clooney, Polarfischer Greg, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Reedsweeper's Desna, Sea-Croft Kay's Iowa, Sea-Croft Nimble, Searover Day Mackay, Searover Easy Sjakk, Searover Kellys Guns N'roses, Searover Sweet Flip Flop, Streamlight's Grappas Dexter, Streamlight's Pearl Sandy, Thorsvi Rock Creek, Vauhti-Noudon Vauhtineito, Wijmas Lilla My, Wijmas Mymlan, Winning Line's License to Kill, Zetastar Zesty Boy"
"Irl FTCh Killerisk Hero",3.25,"url","Carson vom Stecknitztal, Chilihunters Game Glen, Chilihunters Over Bridge, Chilihunters Over Trouble, Chilihunters Pro Hazy, Deep Impact As Nike, Flying Flap Ears Ice Age, Hardrocks Blue Danube, Hillraisins Black Bertha, SE J(J)CH Hillus Drake, Hypnos Spectre, Lochmuir Casey, Mandylike's Porsche, Moorman's Lennie Mirak, Muschelsucher Clooney, Never change Gasper, NIINIVUOREN KULTA-KUTRI, NIINIVUOREN MEREN-SALAISUUS, Polarfischer Greg, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Quickrunners Alan, Quickrunners August, Reedsweeper's Desna, Saku (FIN46719/07), Searover Cosys Karo, Searover Easy Sjakk, Searover Kellys Guns N'roses, Snowy Roxy vom Windbrunnen, SE LCH Streamlight's Ace Leon, Streamlight's Pearl Sandy, S?KH I VATTUMANNEN HUMLE, Vauhti-Noudon Vauhtineito, Waterfowler Ace"
"SE J(J)CH SE LCH Searover Cosys Kelly",3.25,"url","Huntrets Gott Mos, Huntrets Scilla, Searover Kellys Guns N'roses, Searover Sweet Flip Flop"
"Cleeveway Nestle",3.125,"url","Anthony Kenneth from Grannies Garden, Batmoors' Apollo Lurgan, Cliff vom Zwillbrocker Venn, Cosmic Cover's Mill's Jaywalker, COSMIC COVER'S WIN CALL TO FIND OUT, Deep Impact As Nike, Dual's Hope Nicam, Gr�fin von Westerholts Kastalia, Kingsdale Meadow Dark, Kosta Kl�vers Bran, Meadowlark Marigold, Meadowlark Mr Badger, NIINIVUOREN MEREN-SALAISUUS, Sea-Croft Kay's Iowa, Searover Ruffling Thea, Splash of Water's Capercaillie, Splash of Water's Grouse, Sven (SE21895/2015), Thorsvi Rock Creek, Willowyck Unite, Winning Line's License to Kill"
"FTCh Drakeshead Gypsy",3.125,"url","Batmoors' Apollo Lurgan, Caper Cailie's Ohio, Carson vom Stecknitztal, Charway Rainstorm, Chilihunters Game Glen, Chilihunters Over Bridge, Chilihunters Over Trouble, Chilihunters Pro Hazy, Deep Impact As Nike, G�salyckans Gary Cooper, G�salyckans Handsome Boy, Hardrocks Blue Danube, SE J(J)CH Hillus Drake, Hypnos Spectre, Lochmuir Casey, Mandylike's Porsche, Mandylike's Twinkle, Namusillan Tammikehr��j�, NIINIVUOREN MEREN-SALAISUUS, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Reedsweeper's Desna, Searover Cosys Karo, Searover Day Mackay, Searover Easy Sjakk, Searover Kellys Guns N'roses, Searover Ruffling Thea, Streamlight's Grappas Dexter, Streamlight's Pearl Sandy, S?KH I VATTUMANNEN HUMLE, Viltv�rdarns Galax, Wijmas Lilla My, Wijmas Mymlan, Willowridge G�sta-Berling, Willowyck Unite"
"FTW Levenghyl Baccarat at Lochmuir",3.125,"url","Brufinn Keep Retrieving Doc, Caper Cailie's Ohio, Glengad Dobby, Middle River's Forest Harmony"
"FTCh Styperson Grouse",3.125,"url","Brufinn Keep Retrieving Doc, Cosmic Cover's Mill's Jaywalker, COSMIC COVER'S WIN CALL TO FIND OUT, Dimh�jdens Jack Af Barney, Frankie's Rolle, SE J(J)CH Hillus Drake, Huntrets Gott Mos, Huntrets Scilla, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Searover Easy Sjakk, Streamlight's Grappas Dexter, Streamlight's Pearl Sandy, Thorsvi Rock Creek, Winning Line's License to Kill"
"GB FTCh  Tibea Tosh",3,"url","Alsn�sets Hagla's Midnattssol, Carson vom Stecknitztal, Chilihunters Game Glen, Chilihunters Over Bridge, Chilihunters Over Trouble, Chilihunters Pro Hazy, Dimh�jdens Jack Af Barney, Eagle Owl's Osiris, Felice vom Lipperoder Bruch, Flying Flap Ears Duncan, Flying Flap Ears Ice Age, Hillraisins Black Bertha, Hunting High And Low B'mali, Mandylike's Porsche, Meadowlark Black Kite, Moorman's Lennie Mirak, Namusillan Tammikehr��j�, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO, Perdix Gundogs Englishman in New York, Polarfischer Greg, Quickrunners Alan, Quickrunners August, Raven vom Tor zur Egge, Searover Cosys Karo, Searover Ruffling Thea, Searover Sweet Flip Flop, Snowy Roxy vom Windbrunnen, Streamlight's Pearl Sandy, Thorsvi Harris, Viltv�rdarns Galax, Viltv�rdarns Unika Enya, Waterfowler Ace, Willowridge Five Star, Willowridge G�sta-Berling, Willowyck Unite"
"BISS CH Tabatha's Drifter At Dickendall JH",3,"url","Ambra vom freien Blick, Aslan vom freien Blick, Clausi von der Aacher Haag, Crooked Field Action, Doro�s Bennet Fellow for Life, DE (VDH)CH Elsa von der Aacher Haag, Enno von der Aacher Haag, Eternal Friend's Bright Eyes, Faithful Bright Eyes Autumn Love, Jumping Jack's Flash Absolute Power, Junker vom H�lser Bruch, Jytte Jenna vom H�lser Bruch"
"Int FT Ch Danestone Tweed",3,"url","Brufinn Keep Retrieving Doc, Glengad Dobby, Middle River's Forest Harmony"
"SE JCH Streamlight's Searover Kitty",3,"url","Frankie's Rolle, Labstratego Yellow River, Sea-Croft Kay's Iowa, Searover Day Mackay, Searover Kellys Guns N'roses, Searover Sweet Flip Flop"
"SE J(J)CH SE J(A)CH Streamlight's Brave Pearl",3,"url","IVANTHES FIRST PLOPP, SE LCH Streamlight's Ace Leon, Streamlight's Pearl Sandy"
"SE J(A)CH Garronpoint Mole",3,"url","NIINIVUOREN MEREN-SALAISUUS, Sea-Croft Kay's Iowa, Splash of Water's Capercaillie, Splash of Water's Grouse, Winning Line's License to Kill"
"Justlike Diving Mink",3,"url","Sea-Croft Kay's Iowa, Splash of Water's Capercaillie, Splash of Water's Grouse, Winning Line's License to Kill"
"Queens Muddie aus L�hlsbusch",2.9375,"url","Angel of Hope Arik, As Game As Ermara, Catch me if you can Happy Carlo, Grages Annalouisa"
"NO JCH LP SE JCH Classical Star-Light",2.9375,"url","Caper Cailie's Ohio, Eagle Owl's Osiris, Frankie's Rolle, Hunting High And Low B'mali, Huntrets Gott Mos, Huntrets Scilla, Hypnos Spectre, IVANTHES FIRST PLOPP, Labstratego Yellow River, Limmerhultarna's Solstorm, Middle River's Forest Harmony, Moorman's Lennie Mirak, Reedsweeper's Desna, Sea-Croft Kay's Iowa, Searover Day Mackay, Searover Kellys Guns N'roses, Searover Ruffling Thea, Searover Sweet Flip Flop, SE LCH Streamlight's Ace Leon, Streamlight's Grappas Dexter, Streamlight's Pearl Sandy, S?KH I VATTUMANNEN HUMLE, Viltv�rdarns Galax, Viltv�rdarns Unika Enya, Willowridge Five Star, Winning Line's License to Kill"
"Nidaros Tinker",2.875,"url","Alsn�sets Hagla's Midnattssol, Chilihunters Game Glen, Chilihunters Over Bridge, Chilihunters Over Trouble, Chilihunters Pro Hazy, NIINIVUOREN KULTA-KUTRI, Waterfowler Ace, Willowridge G�sta-Berling"
"Sparkfield Gavin",2.8125,"url","Caper Cailie's Ohio, Eagle Owl's Osiris, Frankie's Rolle, Huntrets Gott Mos, Huntrets Scilla, Hypnos Spectre, IVANTHES FIRST PLOPP, Labstratego Yellow River, Limmerhultarna's Solstorm, Middle River's Forest Harmony, Moorman's Lennie Mirak, Reedsweeper's Desna, Sea-Croft Kay's Iowa, Searover Day Mackay, Searover Kellys Guns N'roses, Searover Ruffling Thea, Searover Sweet Flip Flop, SE LCH Streamlight's Ace Leon, Streamlight's Grappas Dexter, Streamlight's Pearl Sandy, S?KH I VATTUMANNEN HUMLE, Viltv�rdarns Galax, Viltv�rdarns Unika Enya, Willowridge Five Star, Winning Line's License to Kill"
"Caper Cailie's Arrieta",2.75,"url","Caper Cailie's Ohio, IVANTHES FIRST PLOPP"
"UK FTCh Swinbrook Twig",2.75,"url","Caper Cailie's Ohio, Charway Rainstorm, Chilihunters Game Glen, Chilihunters Pro Hazy, Deep Impact As Nike, Eagle Owl's Osiris, Floyd vom Hirschth�rl, Flynn vom Hirschth�rl, Frankie's Rolle, Hypnos Spectre, Junker vom H�lser Bruch, Jytte Jenna vom H�lser Bruch, Labstratego Yellow River, Mandylike's Porsche, Mandylike's Twinkle, Moorman's Lennie Mirak, Namusillan Tammikehr��j�, Never change Gasper, Raven vom Tor zur Egge, Reedsweeper's Desna, Sea-Croft Nimble, Searover Day Mackay, Searover Easy Sjakk, Searover Kellys Guns N'roses, Searover Sweet Flip Flop, Snowy Roxy vom Windbrunnen, Streamlight's Grappas Dexter, Sven (SE21895/2015), Thorsvi Harris, Viltv�rdarns Galax, Waterfowler Ace, Wijmas Lilla My, Wijmas Mymlan"
"Richbourne Kuri",2.75,"url","Clausi von der Aacher Haag, Crooked Field Action"
"Eng SH CH Sandylands Gad-About",2.75,"url","Clausi von der Aacher Haag, Crooked Field Action, Daisy vom Bosselbacherhof, Dolly vom Bosselbacherhof, Donna of Anny's Labs, Dumbledore of Anny's Labs, Eternal Friend's Bright Eyes, Faithful Bright Eyes Autumn Love, Jumping Jack's Flash Absolute Power, Kebrekato Famehunter, Kebrekato Fiddle Dee, Kebrekato Millenium Star, KhylarCreek Entering Mach II, Ludanies Be Brave, Meta vom Barkendiek, Nothing Matters vom Auerswalder Teich, Pictorial Cenny, Riverflow Star Pleaser, Saskian Xino"
"VDH CH DE CH Strongline's Explorer",2.75,"url","Crooked Field Action, DE (VDH)CH Elsa von der Aacher Haag, Enno von der Aacher Haag, Eternal Friend's Bright Eyes, Faithful Bright Eyes Autumn Love"
"FI MVA Alvgardens Star Ruby / �lvg�rdens Star Ruby",2.75,"url","Dark Water's Endless Star, Fiin Hemuli"
"Precious For Eternity Kindly I'm Yours LCD-Jgd-/LCD-CH.",2.75,"url","Eternal Friend's Bright Eyes, Faithful Bright Eyes Autumn Love"
"FTW Loughbrook Goldcharm of Lafayette",2.75,"url","Felice vom Lipperoder Bruch, Ravenfly Arielle"
"Jenny vom Angelfeld",2.75,"url","Floyd vom Hirschth�rl, Flying Flap Ears Duncan, Flying Flap Ears Ice Age, Flynn vom Hirschth�rl, Ravenfly Arielle"
"CIE NL CH GER (VDH/LCD) CH Carpenny Scenario",2.75,"url","Hardscrabble Augusta, Saskian Xino"
"LCD.JGD-/VDH-/VDH.JGD-CHAMPION  Flanders Pride Excalibur",2.75,"url","Holli von Gugi's Kate, Kleo vom Fallenbergs-Hof"
"Bgwendy van't Balkenhof",2.75,"url","Holli von Gugi's Kate, Kleo vom Fallenbergs-Hof"
"BEL & INT FTCh Starcreek Efinegan",2.75,"url","Hypnos Spectre, Never change Gasper"
"Gladys von der Bleiburg",2.75,"url","King von der Bleiburg, Nanni-Nadalina von der Bleiburg"
"BISS Am GCh Ger Ch. Time Square Ulysses",2.75,"url","Laboriginals Oi Va Voi, Meta vom Barkendiek"
"Ffynongain Gunner at Tudorcourt",2.75,"url","Labstratego Yellow River, Mandylike's Twinkle"
"Lola Montenz vom Lauterbachtal",2.75,"url","Lauterrinn's Dale Sir Falk Freddy, Lauterrinn's Dale Sir Wesley"
"Krouvarin Carmen",2.75,"url","Lintukarin Armastaipale, LINTUKARIN LASSEVIREN, Muistokas Rollo, Niinivuoren Aamu-Uninen"
"Mandylike's Blissful Bean",2.75,"url","Mandylike's Porsche, Mandylike's Twinkle"
"Paukku-Noudon Fauni",2.75,"url","NIINIVUOREN KULTA-KUTRI, Vauhti-Noudon Vauhtineito"
"SE J(j)CH Searover Kits Day",2.75,"url","Sea-Croft Kay's Iowa, Searover Day Mackay"
"SE NOJCH Searover Kits Deal",2.75,"url","Searover Kellys Guns N'roses, Searover Sweet Flip Flop"
"Mallorn's Fata Morgana",2.6875,"url","Ambra vom freien Blick, Aslan vom freien Blick, Clausi von der Aacher Haag, Doro�s Bennet Fellow for Life, DE (VDH)CH Elsa von der Aacher Haag, Enno von der Aacher Haag, Junker vom H�lser Bruch, Jytte Jenna vom H�lser Bruch, Laboriginals Oi Va Voi"
"Asta vom Alst�tter-Moor",2.625,"url","Aaron from Elderberry Grove, Blacky vom Alst�tter-Moor, Hanno vom Fallenbergs-Hof, Hedda vom Fallenbergs-Hof, Higgins vom Fallenbergs-Hof"
"SNJCH Iliadens Haimon",2.625,"url","Alsn�sets Hagla's Midnattssol, Caper Cailie's Ohio, Chilihunters Game Glen, Chilihunters Over Bridge, Chilihunters Over Trouble, Chilihunters Pro Hazy, Eagle Owl's Osiris, Frankie's Rolle, Hillraisins Black Bertha, Hunting High And Low B'mali, Huntrets Gott Mos, Hypnos Spectre, Limmerhultarna's Solstorm, Merjatuulian Wekkuli, Moorman's Lennie Mirak, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Reedsweeper's Desna, Saku (FIN46719/07), Sea-Croft Nimble, Searover Day Mackay, Searover Kellys Guns N'roses, Searover Ruffling Thea, SE LCH Streamlight's Ace Leon, Streamlight's Grappas Dexter, Streamlight's Pearl Sandy, Viltv�rdarns Galax, Viltv�rdarns Unika Enya, Waterfowler Ace, Willowridge Five Star, Willowridge G�sta-Berling"
